"Game_id","Home_ID","Away_ID","Home_pts","Away_pts","Spread","Home_oreb","Away_oreb","Matchup_ID"
22200713,1610612754,1610612741,116,110,6,14,11,4154
22200718,1610612756,1610612766,128,97,31,15,10,5666
22200715,1610612752,1610612739,105,103,2,9,10,3952
22200719,1610612747,1610612746,115,133,-18,9,7,4647
22200717,1610612742,1610612764,126,127,-1,8,6,4264
22200716,1610612740,1610612743,98,99,-1,14,7,4043
22200714,1610612748,1610612738,98,95,3,14,5,3848
22200726,1610612744,1610612763,122,120,2,14,11,4463
22200727,1610612757,1610612762,134,124,10,6,8,5762
22200720,1610612753,1610612754,126,120,6,9,10,5354
22200729,1610612747,1610612759,113,104,9,11,17,4759
22200721,1610612755,1610612751,137,133,4,11,6,5155
22200725,1610612760,1610612737,132,137,-5,12,11,3760
22200723,1610612749,1610612743,107,99,8,7,15,4349
22200724,1610612740,1610612750,102,111,-9,8,4,4050
22200722,1610612745,1610612764,103,108,-5,17,15,4564
22200728,1610612758,1610612761,95,113,-18,4,11,5861
22200734,1610612756,1610612742,95,99,-4,13,7,4256
22200733,1610612745,1610612739,95,113,-18,10,11,3945
22200732,1610612766,1610612741,111,96,15,6,7,4166
22200730,1610612738,1610612752,117,120,-3,15,10,3852
22200735,1610612746,1610612759,138,100,38,6,11,4659
22200731,1610612751,1610612765,122,130,-8,15,15,5165
22200738,1610612748,1610612753,110,105,5,5,2,4853
22200737,1610612750,1610612763,111,100,11,9,15,5063
22200740,1610612744,1610612761,129,117,12,5,14,4461
22200736,1610612754,1610612749,131,141,-10,5,14,4954
22200739,1610612760,1610612739,112,100,12,10,11,3960
22200743,1610612765,1610612745,114,117,-3,8,16,4565
22200744,1610612753,1610612741,109,128,-19,6,4,4153
22200751,1610612757,1610612761,105,123,-18,3,15,5761
22200745,1610612737,1610612746,113,120,-7,15,6,3746
22200749,1610612738,1610612747,125,121,4,7,11,3847
22200750,1610612762,1610612742,108,100,8,13,7,4262
22200746,1610612750,1610612758,117,110,7,9,10,5058
22200748,1610612759,1610612756,118,128,-10,17,17,5659
22200747,1610612740,1610612764,103,113,-10,8,13,4064
22200741,1610612755,1610612743,126,119,7,12,6,4355
22200742,1610612751,1610612752,122,115,7,9,14,5152
22200753,1610612763,1610612754,112,100,12,15,11,5463
22200755,1610612749,1610612740,135,110,25,12,8,4049
22200752,1610612766,1610612748,122,117,5,11,10,4866
22200754,1610612739,1610612746,122,99,23,4,15,3946
22200756,1610612755,1610612753,109,119,-10,8,15,5355
22200760,1610612759,1610612764,106,127,-21,14,5,5964
22200757,1610612751,1610612747,121,104,17,12,16,4751
22200759,1610612760,1610612744,120,128,-8,8,6,4460
22200758,1610612750,1610612758,111,118,-7,8,10,5058
22200763,1610612757,1610612737,129,125,4,3,17,3757
22200761,1610612742,1610612765,111,105,6,9,9,4265
22200762,1610612756,1610612761,114,106,8,13,16,5661
22200768,1610612743,1610612740,122,113,9,10,8,4043
22200767,1610612749,1610612766,124,115,9,16,18,4966
22200766,1610612741,1610612746,103,108,-5,6,11,4146
22200765,1610612752,1610612747,123,129,-6,13,11,4752
22200764,1610612739,1610612748,97,100,-3,5,9,3948
22200775,1610612759,1610612758,109,119,-10,8,6,5859
22200774,1610612750,1610612744,119,114,5,10,9,4450
22200777,1610612756,1610612737,100,132,-32,12,6,3756
22200776,1610612762,1610612761,131,128,3,13,25,6162
22200770,1610612755,1610612753,105,94,11,7,12,5355
22200773,1610612745,1610612760,112,106,6,24,24,4560
22200771,1610612763,1610612757,112,122,-10,12,9,5763
22200772,1610612738,1610612751,139,96,43,11,5,3851
22200783,1610612743,1610612744,134,117,17,7,10,4344
22200784,1610612749,1610612746,106,105,1,8,9,4649
22200781,1610612741,1610612766,114,98,16,8,16,4166
22200780,1610612752,1610612748,106,104,2,11,9,4852
22200782,1610612742,1610612740,111,106,5,6,12,4042
22200778,1610612754,1610612747,111,112,-1,6,13,4754
22200779,1610612739,1610612763,128,113,15,9,11,3963
22200790,1610612750,1610612753,120,127,-7,12,13,5053
22200789,1610612745,1610612761,111,117,-6,6,13,4561
22200791,1610612759,1610612755,125,137,-12,9,14,5559
22200788,1610612738,1610612756,94,106,-12,3,10,3856
22200785,1610612765,1610612766,118,112,6,12,8,6566
22200787,1610612764,1610612757,116,124,-8,9,11,5764
22200786,1610612754,1610612758,107,104,3,9,11,5458
22200792,1610612762,1610612737,108,115,-7,13,14,3762
22200796,1610612741,1610612757,129,121,8,6,7,4157
22200799,1610612760,1610612745,153,121,32,9,9,4560
22200797,1610612749,1610612748,123,115,8,10,13,4849
22200800,1610612744,1610612742,119,113,6,5,10,4244
22200801,1610612743,1610612737,128,108,20,12,10,3743
22200793,1610612751,1610612764,125,123,2,10,6,5164
22200795,1610612752,1610612746,128,134,-6,10,9,4652
22200794,1610612765,1610612756,100,116,-16,9,10,5665
22200798,1610612740,1610612747,131,126,5,14,13,4047
22200805,1610612763,1610612761,103,106,-3,8,11,6163
22200804,1610612752,1610612755,108,97,11,14,8,5255
22200807,1610612740,1610612758,136,104,32,12,11,4058
22200806,1610612750,1610612743,128,98,30,5,3,4350
22200803,1610612754,1610612739,103,122,-19,12,8,3954
22200802,1610612766,1610612753,113,119,-6,8,18,5366
22200812,1610612745,1610612758,120,140,-20,11,7,4558
22200809,1610612764,1610612739,91,114,-23,7,7,3964
22200813,1610612762,1610612742,111,124,-13,10,17,4262
22200815,1610612757,1610612749,108,127,-19,1,7,4957
22200814,1610612744,1610612760,141,114,27,11,7,4460
22200808,1610612765,1610612738,99,111,-12,9,10,3865
22200811,1610612741,1610612759,128,104,24,7,6,4159
22200810,1610612751,1610612746,116,124,-8,8,11,4651
22200816,1610612753,1610612752,98,102,-4,9,11,5253
22200821,1610612747,1610612760,130,133,-3,6,7,4760
22200820,1610612743,1610612750,146,112,34,6,8,4350
22200817,1610612751,1610612756,112,116,-4,5,16,5156
22200819,1610612763,1610612741,104,89,15,5,11,4163
22200818,1610612740,1610612737,116,107,9,13,10,3740
22200823,1610612764,1610612766,118,104,14,11,12,6466
22200829,1610612746,1610612742,104,110,-6,9,8,4246
22200828,1610612762,1610612750,118,143,-25,21,8,5062
22200825,1610612748,1610612754,116,111,5,15,5,4854
22200822,1610612739,1610612765,113,85,28,13,9,3965
22200830,1610612757,1610612744,125,122,3,12,10,4457
22200824,1610612738,1610612755,106,99,7,5,8,3855
22200826,1610612761,1610612759,112,98,14,9,7,5961
22200827,1610612745,1610612758,128,130,-2,15,10,4558
22200831,1610612753,1610612743,115,104,11,15,7,4353
22200833,1610612751,1610612741,116,105,11,11,8,4151
22200834,1610612747,1610612749,106,115,-9,11,16,4749
22200832,1610612737,1610612756,116,107,9,20,9,3756
22200841,1610612763,1610612750,128,107,21,9,7,5063
22200843,1610612757,1610612760,129,138,-9,9,10,5760
22200836,1610612754,1610612756,104,117,-13,11,19,5456
22200837,1610612755,1610612752,119,108,11,6,4,5255
22200839,1610612761,1610612762,116,122,-6,9,9,6162
22200842,1610612740,1610612739,107,118,-11,11,12,3940
22200835,1610612765,1610612759,138,131,7,21,13,5965
22200845,1610612746,1610612749,106,119,-13,3,9,4649
22200844,1610612758,1610612742,114,122,-8,5,11,4258
22200840,1610612748,1610612745,97,95,2,6,10,4548
22200838,1610612738,1610612766,127,116,11,5,11,3866
22200847,1610612766,1610612743,105,119,-14,5,14,4366
22200849,1610612764,1610612754,127,113,14,8,17,5464
22200854,1610612758,1610612742,133,128,5,11,7,4258
22200853,1610612744,1610612747,103,109,-6,7,10,4447
22200852,1610612739,1610612741,97,89,8,10,6,3941
22200851,1610612752,1610612762,126,120,6,20,11,5262
22200848,1610612753,1610612748,103,107,-4,12,11,4853
22200850,1610612737,1610612759,125,106,19,14,14,3759
22200846,1610612751,1610612755,98,101,-3,12,8,5155
22200856,1610612761,1610612765,119,118,1,13,6,6165
22200855,1610612738,1610612763,119,109,10,15,3,3863
22200860,1610612755,1610612745,123,104,19,7,15,4555
22200858,1610612739,1610612759,117,109,8,11,11,3959
22200859,1610612754,1610612762,117,123,-6,8,11,5462
22200857,1610612766,1610612737,144,138,6,3,16,3766
22200861,1610612748,1610612743,108,112,-4,9,6,4348
22200862,1610612752,1610612751,124,106,18,6,10,5152
22200863,1610612741,1610612753,91,100,-9,10,7,4153
22200864,1610612760,1610612740,100,103,-3,14,4,4060
22200865,1610612742,1610612750,121,124,-3,9,10,4250
22200867,1610612757,1610612747,127,115,12,8,14,4757
22200866,1610612744,1610612764,135,126,9,11,9,4464
22200869,1610612749,1610612738,131,125,6,10,8,3849
22200871,1610612746,1610612744,134,124,10,12,8,4446
22200870,1610612756,1610612758,120,109,11,8,13,5658
22200872,1610612757,1610612764,101,126,-25,12,5,5764
22200868,1610612761,1610612753,123,113,10,13,9,5361
22200878,1610612751,1610612748,116,105,11,5,12,4851
22200882,1610612747,1610612740,120,102,18,6,13,4047
22200881,1610612743,1610612742,118,109,9,6,6,4243
22200880,1610612760,1610612745,133,96,37,10,14,4560
22200879,1610612763,1610612762,117,111,6,17,15,6263
22200875,1610612755,1610612739,118,112,6,8,10,3955
22200876,1610612737,1610612752,101,122,-21,8,10,3752
22200873,1610612766,1610612759,120,110,10,15,20,5966
22200874,1610612754,1610612741,117,113,4,6,6,4154
22200877,1610612738,1610612765,127,109,18,8,6,3865
22200884,1610612750,1610612764,106,114,-8,16,13,5064
22200883,1610612741,1610612749,100,112,-12,15,9,4149
22200885,1610612756,1610612746,107,116,-9,7,8,4656
22200894,1610612758,1610612757,133,116,17,12,9,5758
22200889,1610612755,1610612763,110,105,5,7,13,5563
22200890,1610612761,1610612740,115,110,5,11,6,4061
22200893,1610612747,1610612744,124,111,13,10,17,4447
22200887,1610612754,1610612738,138,142,-4,10,20,3854
22200888,1610612753,1610612765,108,106,2,12,6,5365
22200886,1610612739,1610612743,109,115,-6,13,18,3943
22200891,1610612742,1610612759,142,116,26,3,10,4259
22200892,1610612762,1610612760,120,119,1,17,20,6062
22200902,1610612746,1610612758,175,176,-1,7,12,4658
22200897,1610612749,1610612748,128,99,29,10,9,4849
22200900,1610612741,1610612751,131,87,44,12,5,4151
22200898,1610612750,1610612766,113,121,-8,7,11,5066
22200899,1610612756,1610612760,124,115,9,15,14,5660
22200901,1610612744,1610612745,116,101,15,7,13,4445
22200896,1610612737,1610612739,136,119,17,5,10,3739
22200895,1610612764,1610612752,109,115,-6,3,12,5264
22200907,1610612763,1610612743,112,94,18,11,11,4363
22200908,1610612755,1610612738,107,110,-3,8,9,3855
22200909,1610612762,1610612759,118,102,16,15,9,5962
22200903,1610612765,1610612761,91,95,-4,17,10,6165
22200904,1610612766,1610612748,108,103,5,11,7,4866
22200905,1610612753,1610612754,108,121,-13,15,10,5354
22200906,1610612752,1610612740,128,106,22,11,13,4052
22200917,1610612757,1610612745,131,114,17,6,18,4557
22200916,1610612744,1610612750,109,104,5,16,10,4450
22200918,1610612743,1610612746,134,124,10,11,6,4346
22200915,1610612760,1610612758,115,124,-9,9,13,5860
22200913,1610612742,1610612747,108,111,-3,11,17,4247
22200912,1610612741,1610612764,102,82,20,8,12,4164
22200914,1610612739,1610612761,118,93,25,8,13,3961
22200911,1610612737,1610612751,129,127,2,13,6,3751
22200910,1610612749,1610612756,104,101,3,11,19,4956
22200920,1610612755,1610612748,99,101,-2,9,12,4855
22200921,1610612752,1610612738,109,94,15,7,7,3852
22200922,1610612740,1610612753,93,101,-8,9,11,4053
22200919,1610612766,1610612765,117,106,11,7,10,6566
22200926,1610612745,1610612743,112,133,-21,10,11,4345
22200931,1610612744,1610612757,123,105,18,12,9,4457
22200932,1610612746,1610612750,101,108,-7,9,10,4650
22200930,1610612762,1610612759,94,102,-8,14,9,5962
22200927,1610612763,1610612747,121,109,12,14,14,4763
22200925,1610612761,1610612741,104,98,6,19,6,4161
22200929,1610612742,1610612754,122,124,-2,9,5,4254
22200923,1610612737,1610612764,116,119,-3,13,16,3764
22200924,1610612751,1610612749,104,118,-14,3,11,4951
22200928,1610612760,1610612758,117,123,-6,12,8,5860
22200937,1610612752,1610612751,142,118,24,7,5,5152
22200936,1610612748,1610612755,96,119,-23,5,9,4855
22200935,1610612738,1610612739,117,113,4,7,10,3839
22200933,1610612766,1610612756,91,105,-14,12,5,5666
22200934,1610612765,1610612741,115,117,-2,7,10,4165
22200938,1610612745,1610612763,99,113,-14,17,8,4563
22200939,1610612749,1610612753,139,117,22,8,12,4953
22200940,1610612760,1610612747,117,123,-6,12,10,4760
22200941,1610612757,1610612740,110,121,-11,12,11,4057
22200945,1610612744,1610612746,115,91,24,15,9,4446
22200942,1610612764,1610612761,119,108,11,9,13,6164
22200943,1610612742,1610612755,133,126,7,5,5,4255
22200944,1610612759,1610612754,110,99,11,13,6,5459
22200946,1610612766,1610612753,106,117,-11,8,13,5366
22200948,1610612738,1610612751,105,115,-10,9,13,3851
22200950,1610612741,1610612756,104,125,-21,9,13,4156
22200949,1610612748,1610612752,120,122,-2,11,6,4852
22200951,1610612760,1610612762,130,103,27,11,10,6062
22200953,1610612744,1610612740,108,99,9,9,7,4044
22200954,1610612758,1610612746,128,127,1,9,6,4658
22200952,1610612743,1610612763,113,97,16,13,10,4363
22200955,1610612747,1610612750,102,110,-8,11,10,4750
22200947,1610612737,1610612757,129,111,18,10,9,3757
22200957,1610612739,1610612765,114,90,24,8,12,3965
22200956,1610612764,1610612761,109,116,-7,9,10,6164
22200959,1610612759,1610612745,110,122,-12,13,14,4559
22200958,1610612748,1610612737,117,109,8,12,10,3748
22200960,1610612749,1610612755,130,133,-3,11,9,4955
22200961,1610612758,1610612750,134,138,-4,11,6,5058
22200973,1610612764,1610612749,111,117,-6,20,7,4964
22200969,1610612738,1610612752,129,131,-2,17,11,3852
22200966,1610612753,1610612757,119,122,-3,6,9,5357
22200965,1610612751,1610612766,102,86,16,8,5,5166
22200964,1610612747,1610612744,113,105,8,10,7,4447
22200968,1610612760,1610612762,129,119,10,11,12,6062
22200963,1610612741,1610612754,122,125,-3,4,13,4154
22200970,1610612746,1610612763,135,129,6,13,2,4663
22200962,1610612742,1610612756,126,130,-4,5,9,4256
22200967,1610612745,1610612759,142,110,32,6,13,4559
22200977,1610612765,1610612757,104,110,-6,16,5,5765
22200972,1610612754,1610612755,143,147,-4,5,5,5455
22200974,1610612748,1610612737,130,128,2,8,12,3748
22200971,1610612739,1610612738,118,114,4,16,15,3839
22200976,1610612758,1610612740,123,108,15,6,7,4058
22200975,1610612743,1610612761,118,113,5,12,11,4361
22200981,1610612745,1610612751,96,118,-22,15,5,4551
22200982,1610612760,1610612744,137,128,9,13,8,4460
22200769,1610612765,1610612764,117,119,-2,10,9,6465
22200978,1610612753,1610612749,123,134,-11,10,3,4953
22200980,1610612750,1610612755,94,117,-23,6,8,5055
22200979,1610612752,1610612766,105,112,-7,10,10,5266
22200984,1610612747,1610612763,112,103,9,7,6,4763
22200983,1610612742,1610612762,120,116,4,3,6,4262
22200985,1610612764,1610612737,120,122,-2,6,8,3764
22200986,1610612738,1610612757,115,93,22,5,6,3857
22200988,1610612740,1610612742,113,106,7,9,5,4042
22200987,1610612748,1610612739,100,104,-4,10,7,3948
22200989,1610612743,1610612741,96,117,-21,11,9,4143
22200991,1610612746,1610612761,108,100,8,9,15,4661
22200990,1610612756,1610612760,132,101,31,14,7,5660
22200994,1610612753,1610612762,124,131,-7,12,11,5362
22200993,1610612754,1610612745,134,125,9,8,20,4554
22200996,1610612763,1610612744,131,110,21,9,8,4463
22200992,1610612765,1610612766,103,113,-10,17,13,6566
22200995,1610612749,1610612751,118,113,5,20,15,4951
22200997,1610612758,1610612752,122,117,5,6,23,5258
22201003,1610612747,1610612761,122,112,10,5,10,4761
22201001,1610612750,1610612751,123,124,-1,12,12,5051
22201000,1610612748,1610612739,119,115,4,11,8,3948
22201002,1610612759,1610612743,128,120,8,13,8,4359
22200999,1610612764,1610612737,107,114,-7,7,13,3764
22200998,1610612755,1610612757,120,119,1,12,5,5557
22201004,1610612746,1610612752,106,95,11,7,20,4652
22201006,1610612765,1610612754,115,121,-6,12,18,5465
22201005,1610612766,1610612762,111,119,-8,11,20,6266
22201007,1610612753,1610612748,126,114,12,15,5,4853
22201008,1610612737,1610612738,125,134,-9,13,5,3738
22201013,1610612756,1610612758,119,128,-9,7,8,5658
22201012,1610612744,1610612749,125,116,9,18,7,4449
22201011,1610612740,1610612760,96,110,-14,8,4,4060
22201010,1610612763,1610612742,112,108,4,11,10,4263
22201009,1610612745,1610612741,111,119,-8,6,13,4145
22201017,1610612740,1610612757,127,110,17,8,10,4057
22201018,1610612759,1610612760,90,102,-12,10,12,5960
22201016,1610612755,1610612764,112,93,19,9,6,5564
22201015,1610612766,1610612739,108,114,-6,7,11,3966
22201014,1610612743,1610612751,120,122,-2,15,4,4351
22201019,1610612747,1610612752,108,112,-4,10,12,4752
22201020,1610612765,1610612754,117,97,20,19,13,5465
22201021,1610612737,1610612750,115,136,-21,18,5,3750
22201023,1610612742,1610612763,88,104,-16,8,7,4263
22201022,1610612748,1610612762,119,115,4,9,16,4862
22201024,1610612745,1610612738,111,109,2,15,10,3845
22201026,1610612758,1610612749,124,133,-9,15,5,4958
22201025,1610612744,1610612756,123,112,11,9,17,4456
22201030,1610612740,1610612747,108,123,-15,15,15,4047
22201032,1610612759,1610612753,132,114,18,7,13,5359
22201029,1610612761,1610612743,125,110,15,14,4,4361
22201028,1610612764,1610612765,117,97,20,10,19,6465
22201027,1610612766,1610612739,104,120,-16,6,8,3966
22201031,1610612760,1610612751,121,107,14,14,11,5160
22201033,1610612756,1610612749,104,116,-12,8,13,4956
22201034,1610612757,1610612752,107,123,-16,11,9,5257
22201037,1610612741,1610612758,114,117,-3,13,5,4158
22201040,1610612759,1610612742,128,137,-9,16,10,4259
22201041,1610612746,1610612744,134,126,8,16,7,4446
22201038,1610612745,1610612747,114,110,4,16,11,4547
22201039,1610612750,1610612738,102,104,-2,8,8,3850
22201035,1610612739,1610612755,109,118,-9,12,13,3955
22201036,1610612748,1610612763,138,119,19,8,12,4863
22201042,1610612765,1610612743,100,119,-19,13,13,4365
22201043,1610612751,1610612758,96,101,-5,3,13,5158
22201044,1610612761,1610612760,128,111,17,19,11,6061
22201045,1610612749,1610612754,123,139,-16,9,8,4954
22201046,1610612756,1610612753,116,113,3,7,11,5356
22201047,1610612766,1610612755,82,121,-39,7,14,5566
22201048,1610612737,1610612744,127,119,8,13,16,3744
22201049,1610612739,1610612764,117,94,23,9,6,3964
22201051,1610612745,1610612740,114,112,2,15,8,4045
22201052,1610612759,1610612763,120,126,-6,16,15,5963
22201050,1610612741,1610612750,139,131,8,6,14,4150
22201053,1610612757,1610612738,112,126,-14,8,18,3857
22201054,1610612747,1610612742,110,111,-1,13,7,4247
22201062,1610612762,1610612738,118,117,1,17,5,3862
22201059,1610612764,1610612758,118,132,-14,12,7,5864
22201061,1610612763,1610612744,133,119,14,11,15,4463
22201057,1610612754,1610612755,121,141,-20,12,6,5455
22201060,1610612741,1610612748,113,99,14,5,14,4148
22201058,1610612761,1610612750,122,107,15,9,9,5061
22201056,1610612746,1610612753,108,113,-5,13,9,4653
22201055,1610612752,1610612743,116,110,6,15,6,4352
22201063,1610612751,1610612743,102,108,-6,9,6,4351
22201070,1610612747,1610612753,111,105,6,9,13,4753
22201069,1610612757,1610612746,102,117,-15,11,18,4657
22201068,1610612749,1610612761,118,111,7,7,9,4961
22201067,1610612745,1610612740,107,117,-10,8,10,4045
22201066,1610612765,1610612748,100,112,-12,9,8,4865
22201065,1610612759,1610612737,126,118,8,10,20,3759
22201064,1610612760,1610612756,124,120,4,6,9,5660
