"Away ID","Home ID","Spread_Pred"
1610612743,1610612751,-0.5
1610612756,1610612760,NA
1610612737,1610612759,-7
1610612748,1610612765,-6.5
1610612740,1610612745,-3.5
1610612761,1610612749,6.5
1610612746,1610612757,0.5
1610612753,1610612747,7
1610612741,1610612755,7.5
1610612754,1610612766,0.5
1610612750,1610612752,4
1610612742,1610612763,4.5
1610612744,1610612745,-8.5
1610612758,1610612762,1
1610612764,1610612753,NA
1610612739,1610612751,-1
1610612765,1610612737,11.5
1610612759,1610612740,9.5
1610612738,1610612758,-3.5
1610612760,1610612746,5
1610612743,1610612764,-4
1610612744,1610612742,2
1610612754,1610612761,7.5
1610612752,1610612748,1
1610612737,1610612750,5.5
1610612745,1610612763,13.5
1610612755,1610612741,-2
1610612759,1610612749,17
1610612757,1610612762,4
1610612756,1610612747,2.5
1610612752,1610612753,-1.5
1610612739,1610612751,-1
1610612766,1610612740,7
1610612760,1610612746,5
1610612754,1610612738,9.5
1610612759,1610612764,9.5
1610612765,1610612761,13
1610612745,1610612763,13.5
1610612766,1610612742,11
1610612749,1610612762,-3.5
1610612741,1610612757,NA
1610612755,1610612744,-0.5
1610612756,1610612758,2.5
1610612760,1610612747,6.5
1610612754,1610612737,7.5
1610612751,1610612748,5
1610612749,1610612743,4.5
1610612755,1610612756,-1.5
1610612762,1610612758,6
1610612740,1610612746,4.5
1610612742,1610612766,-4
1610612741,1610612747,3.5
1610612751,1610612753,2
1610612745,1610612739,13.5
1610612763,1610612737,-1
1610612759,1610612738,15
1610612764,1610612761,6
1610612760,1610612757,2
1610612750,1610612744,3.5
1610612742,1610612754,NA
1610612749,1610612765,-10
1610612745,1610612752,14.5
1610612756,1610612762,0.5
1610612755,1610612743,3
1610612750,1610612758,3
1610612740,1610612757,-0.5
1610612741,1610612746,5
1610612738,1610612764,-3
1610612739,1610612737,0.5
1610612748,1610612761,3.5
1610612766,1610612760,6
1610612753,1610612763,8.5
1610612740,1610612744,7.5
1610612749,1610612754,-5
1610612742,1610612755,5.5
1610612745,1610612751,9.5
1610612748,1610612752,5.5
1610612765,1610612760,7.5
1610612746,1610612763,3.5
1610612747,1610612741,2
1610612762,1610612759,-2
1610612750,1610612756,1.5
1610612758,1610612757,-0.5
1610612738,1610612749,1
1610612740,1610612743,8.5
1610612741,1610612766,-3.5
1610612760,1610612754,2
1610612753,1610612764,5
1610612761,1610612755,5.5
1610612737,1610612751,1.5
1610612752,1610612739,3
1610612762,1610612738,9
1610612765,1610612745,2.5
1610612746,1610612763,5
1610612747,1610612750,3.5
1610612759,1610612744,13
1610612758,1610612757,NA
1610612743,1610612756,2
1610612742,1610612748,2
1610612746,1610612740,3
1610612761,1610612766,-5
1610612763,1610612741,0.5
1610612757,1610612750,7
1610612762,1610612751,4.5
1610612742,1610612737,2.5
1610612765,1610612753,7.5
1610612759,1610612758,10
1610612764,1610612752,6
1610612747,1610612745,-6
1610612756,1610612760,-0.5
1610612754,1610612739,8.5
1610612755,1610612749,3
1610612744,1610612743,5
1610612739,1610612753,-3.5
1610612748,1610612765,-7
1610612749,1610612764,-3.5
1610612761,1610612766,-5
1610612750,1610612751,-0.5
1610612737,1610612741,3.5
1610612738,1610612755,2.5
1610612743,1610612745,-9
1610612757,1610612763,7.5
1610612758,1610612740,2
1610612747,1610612762,NA
1610612760,1610612744,7.5
1610612759,1610612756,11.5
1610612751,1610612765,-4.5
1610612752,1610612754,-2.5
1610612741,1610612749,7
1610612761,1610612738,5
1610612764,1610612737,4
1610612763,1610612740,-1
1610612758,1610612742,6
1610612747,1610612746,3.5
1610612739,1610612753,-3.5
1610612748,1610612755,6
1610612757,1610612759,-2.5
1610612760,1610612762,3
1610612743,1610612756,2
1610612765,1610612754,8
1610612745,1610612766,5.5
1610612748,1610612764,1.5
1610612753,1610612751,7
1610612755,1610612737,NA
1610612761,1610612738,5
1610612763,1610612749,5
1610612752,1610612740,-0.5
1610612741,1610612742,4
1610612744,1610612758,NA
1610612756,1610612747,3
1610612743,1610612762,-2.5
1610612750,1610612759,-6.5
1610612757,1610612746,5
1610612737,1610612738,7
1610612766,1610612739,11
1610612765,1610612741,11.5
1610612745,1610612764,9.5
1610612754,1610612752,7.5
1610612749,1610612761,NA
1610612753,1610612748,7.5
1610612755,1610612751,-3
1610612744,1610612757,-4
1610612746,1610612756,6.5
1610612763,1610612760,-2
1610612740,1610612750,4
1610612759,1610612742,13.5
1610612758,1610612743,5.5
1610612762,1610612747,8
1610612743,1610612752,1
1610612753,1610612746,5.5
1610612750,1610612761,6
1610612755,1610612754,-3
1610612744,1610612763,3
1610612748,1610612741,-0.5
1610612758,1610612764,-1
1610612738,1610612762,-4
1610612755,1610612766,-8
1610612744,1610612737,4
1610612764,1610612739,5.5
1610612763,1610612759,-7.5
1610612750,1610612741,1.5
1610612740,1610612745,-3.5
1610612738,1610612757,-4.5
1610612742,1610612747,3.5
1610612743,1610612765,-16
1610612760,1610612761,7
1610612758,1610612751,3
1610612754,1610612749,12.5
1610612753,1610612756,7
1610612763,1610612748,2.5
1610612755,1610612739,-0.5
1610612738,1610612750,NA
1610612747,1610612745,-1
1610612758,1610612741,1.5
1610612742,1610612759,-5
1610612744,1610612746,2
1610612739,1610612766,-3.5
1610612765,1610612764,19
1610612743,1610612761,0.5
1610612751,1610612760,1.5
1610612747,1610612740,2
1610612753,1610612759,-4.5
1610612749,1610612756,-1.5
1610612752,1610612757,-2.5
1610612754,1610612765,-2.5
1610612763,1610612742,-3.5
1610612750,1610612737,2.5
1610612762,1610612748,8.5
1610612738,1610612745,-11.5
1610612749,1610612758,-2.5
1610612756,1610612744,3.5
1610612751,1610612743,8.5
1610612739,1610612766,-7.5
1610612764,1610612755,7
1610612760,1610612759,-2
1610612757,1610612740,3.5
1610612752,1610612747,2
1610612752,1610612746,1.5
1610612754,1610612765,NA
1610612748,1610612753,-0.5
1610612762,1610612766,2.5
1610612738,1610612737,-2
1610612741,1610612745,-6
1610612742,1610612763,8.5
1610612749,1610612744,1.5
1610612760,1610612740,2.5
1610612758,1610612756,4.5
1610612737,1610612764,1.5
1610612757,1610612755,9
1610612751,1610612750,7
1610612739,1610612748,2
1610612743,1610612759,-9
1610612761,1610612747,NA
1610612766,1610612765,-2
1610612745,1610612754,9.5
1610612762,1610612753,5
1610612744,1610612763,1.5
1610612751,1610612749,10.5
1610612752,1610612758,NA
1610612737,1610612764,NA
1610612739,1610612748,0.5
1610612742,1610612740,-2
1610612757,1610612738,10
1610612741,1610612743,10
1610612760,1610612756,13
1610612761,1610612746,0.5
1610612749,1610612753,-1.5
1610612764,1610612765,-12.5
1610612766,1610612752,11
1610612755,1610612750,4
1610612751,1610612745,-5
1610612744,1610612760,-1.5
1610612762,1610612742,12.5
1610612763,1610612747,-1
1610612738,1610612739,4.5
1610612755,1610612754,-6.5
1610612757,1610612765,NA
1610612737,1610612748,2.5
1610612761,1610612743,7
1610612740,1610612758,3
1610612756,1610612742,3
1610612754,1610612741,5
1610612744,1610612747,-1.5
1610612766,1610612751,7.5
1610612757,1610612753,3.5
1610612759,1610612745,5
1610612762,1610612760,4.5
1610612749,1610612764,-1
1610612752,1610612738,6
1610612763,1610612746,2
1610612761,1610612764,0.5
1610612765,1610612739,15
1610612737,1610612748,2.5
1610612745,1610612759,3.5
1610612755,1610612749,4
1610612750,1610612758,1.5
1610612753,1610612766,-0.5
1610612751,1610612738,9
1610612757,1610612737,8
1610612752,1610612748,1
1610612756,1610612741,NA
1610612762,1610612760,1
1610612746,1610612758,6
1610612763,1610612743,5
1610612740,1610612744,3
1610612750,1610612747,-1
1610612761,1610612764,NA
1610612755,1610612742,3.5
1610612754,1610612759,-2
1610612746,1610612744,-0.5
1610612741,1610612765,-4
1610612756,1610612766,-4.5
1610612751,1610612752,7
1610612739,1610612738,4.5
1610612755,1610612748,3
1610612747,1610612760,2.5
1610612763,1610612745,-10
1610612753,1610612749,7.5
1610612740,1610612757,0.5
1610612741,1610612761,5
1610612747,1610612763,8
1610612749,1610612751,-1
1610612764,1610612737,6.5
1610612743,1610612745,-12.5
1610612758,1610612760,1
1610612754,1610612742,7
1610612759,1610612762,11
1610612750,1610612746,2.5
1610612757,1610612744,5
1610612765,1610612766,8
1610612748,1610612755,5.5
1610612738,1610612752,NA
1610612753,1610612740,4.5
1610612756,1610612749,4.5
1610612751,1610612737,4.5
1610612747,1610612742,4.5
1610612764,1610612741,4
1610612761,1610612739,6.5
1610612758,1610612760,1
1610612750,1610612744,-1
1610612745,1610612757,9
1610612746,1610612743,4.5
1610612761,1610612765,-5.5
1610612754,1610612753,3
1610612748,1610612766,-1.5
1610612740,1610612752,3.5
1610612743,1610612763,2.5
1610612738,1610612755,1.5
1610612759,1610612762,12.5
1610612752,1610612764,1
1610612739,1610612737,2.5
1610612748,1610612749,5
1610612751,1610612741,1
1610612766,1610612750,9
1610612745,1610612744,7.5
1610612760,1610612756,8
1610612758,1610612746,6
1610612738,1610612754,-5
1610612743,1610612739,4
1610612765,1610612753,7.5
1610612763,1610612755,2.5
1610612740,1610612761,5.5
1610612759,1610612742,17.5
1610612760,1610612762,3
1610612744,1610612747,4.5
1610612757,1610612758,14
1610612749,1610612741,-6.5
1610612764,1610612750,3.5
1610612746,1610612756,2
1610612741,1610612754,1.5
1610612759,1610612766,7.5
1610612739,1610612755,2.5
1610612765,1610612738,13
1610612748,1610612751,2
1610612752,1610612737,3.5
1610612745,1610612760,10
1610612762,1610612763,12
1610612742,1610612743,5.5
1610612740,1610612747,2.5
1610612738,1610612749,5
1610612753,1610612761,9
1610612758,1610612756,3
1610612744,1610612746,5.5
1610612764,1610612757,0.5
1610612737,1610612766,-3.5
1610612745,1610612755,15.5
1610612759,1610612739,18
1610612762,1610612754,2.5
1610612751,1610612752,3
1610612743,1610612748,1.5
1610612740,1610612760,1.5
1610612753,1610612741,4.5
1610612750,1610612742,5
1610612747,1610612757,1
1610612764,1610612744,2.5
1610612763,1610612738,1.5
1610612765,1610612761,12.5
1610612755,1610612751,1
1610612743,1610612766,-4
1610612754,1610612764,6.5
1610612748,1610612753,NA
1610612759,1610612737,15.5
1610612762,1610612752,6.5
1610612741,1610612739,5
1610612747,1610612744,4
1610612742,1610612758,-1
1610612752,1610612755,5.5
1610612756,1610612754,3
1610612759,1610612765,10
1610612766,1610612738,12
1610612762,1610612761,10
1610612745,1610612748,14.5
1610612750,1610612763,5.5
1610612739,1610612740,-0.5
1610612742,1610612758,2.5
1610612760,1610612757,3
1610612749,1610612746,0.5
1610612743,1610612753,-2.5
1610612741,1610612751,NA
1610612756,1610612737,7.5
1610612749,1610612747,-3
1610612766,1610612764,5.5
1610612765,1610612739,8.5
1610612754,1610612748,6.5
1610612755,1610612738,3.5
1610612759,1610612761,13.5
1610612758,1610612745,-6.5
1610612750,1610612762,8.5
1610612742,1610612746,3
1610612744,1610612757,1.5
1610612752,1610612753,-1
1610612737,1610612740,1
1610612756,1610612751,-4.5
1610612741,1610612763,9
1610612750,1610612743,6.5
1610612760,1610612747,5.5
1610612738,1610612765,-8
1610612739,1610612764,0.5
1610612746,1610612751,-1
1610612759,1610612741,11
1610612758,1610612745,-4.5
1610612742,1610612762,5
1610612749,1610612757,-1
1610612760,1610612744,4
1610612753,1610612766,3.5
1610612739,1610612754,-1
1610612755,1610612752,-2.5
1610612761,1610612763,3
1610612743,1610612750,14.5
1610612758,1610612740,0.5
1610612747,1610612740,3
1610612764,1610612751,-0.5
1610612746,1610612752,2
1610612756,1610612765,-3
1610612745,1610612760,10.5
1610612748,1610612749,4.5
1610612757,1610612741,3.5
1610612742,1610612744,6.5
1610612737,1610612743,8.5
1610612766,1610612765,1.5
1610612757,1610612764,4.5
1610612758,1610612754,NA
1610612756,1610612738,9.5
1610612753,1610612750,7
1610612755,1610612759,-9
1610612761,1610612745,-7
1610612737,1610612762,3
1610612747,1610612754,2.5
1610612763,1610612739,4.5
1610612748,1610612752,-1
1610612766,1610612741,5.5
1610612740,1610612742,5
1610612744,1610612743,6.5
1610612746,1610612749,4.5
1610612753,1610612755,9
1610612757,1610612763,7.5
1610612751,1610612738,7.5
1610612744,1610612750,0.5
1610612760,1610612745,-4
1610612758,1610612759,-4.5
1610612761,1610612762,3
1610612737,1610612756,2.5
1610612748,1610612739,2.5
1610612747,1610612752,6.5
1610612766,1610612749,9.5
1610612746,1610612741,0.5
1610612740,1610612743,8
1610612753,1610612755,10
1610612747,1610612751,9
1610612744,1610612760,-0.5
1610612758,1610612750,3
1610612764,1610612759,-4.5
1610612765,1610612742,11
1610612761,1610612756,1.5
1610612737,1610612757,1.5
1610612748,1610612766,-3.5
1610612754,1610612763,8
1610612746,1610612739,12
1610612740,1610612749,8
1610612743,1610612755,2.5
1610612752,1610612751,2
1610612741,1610612753,-1.5
1610612745,1610612765,7
1610612746,1610612737,3
1610612756,1610612759,-5
1610612758,1610612750,2
1610612764,1610612740,4.5
1610612747,1610612738,10
1610612742,1610612762,6
1610612761,1610612757,2
1610612749,1610612754,-2.5
1610612763,1610612750,NA
1610612739,1610612760,0.5
1610612753,1610612748,8.5
1610612761,1610612744,2
1610612741,1610612766,-1
1610612765,1610612751,9
1610612752,1610612738,7
1610612739,1610612745,-8
1610612742,1610612756,1.5
1610612759,1610612746,14
1610612754,1610612753,4.5
1610612751,1610612755,5
1610612737,1610612760,NA
1610612743,1610612749,15
1610612750,1610612740,2.5
1610612764,1610612745,-2
1610612763,1610612744,-0.5
1610612761,1610612758,2.5
1610612762,1610612757,1.5
1610612759,1610612747,6.5
1610612741,1610612754,1
1610612738,1610612748,1
1610612739,1610612752,0.5
1610612743,1610612740,1.5
1610612764,1610612742,6
1610612766,1610612756,8.5
1610612746,1610612747,-0.5
1610612738,1610612753,-6.5
1610612749,1610612765,-6
1610612737,1610612741,NA
1610612750,1610612745,-5
1610612766,1610612762,9
1610612759,1610612757,6.5
1610612763,1610612758,1.5
1610612746,1610612742,4.5
1610612740,1610612748,4
1610612752,1610612761,2.5
1610612763,1610612756,-3.5
1610612760,1610612743,4
1610612751,1610612744,2.5
1610612747,1610612757,5
1610612738,1610612761,-2
1610612753,1610612764,7
1610612766,1610612737,8
1610612749,1610612739,3
1610612745,1610612750,10
1610612754,1610612756,4
1610612755,1610612758,1.5
1610612740,1610612753,-2
1610612744,1610612739,13
1610612748,1610612742,2.5
1610612752,1610612737,3
1610612746,1610612759,-3
1610612751,1610612762,5
1610612754,1610612743,5.5
1610612763,1610612747,-5.5
1610612760,1610612758,4
1610612741,1610612765,-5.5
1610612744,1610612738,6
1610612761,1610612750,-1
1610612751,1610612756,-1
1610612755,1610612757,-2
1610612737,1610612742,3
1610612764,1610612752,6
1610612766,1610612745,-2
1610612739,1610612763,7.5
1610612754,1610612760,4
1610612748,1610612740,1
1610612746,1610612762,9
1610612750,1610612743,8
1610612758,1610612747,1.5
1610612761,1610612749,1.5
1610612751,1610612759,-2.5
1610612757,1610612743,8.5
1610612755,1610612746,0.5
1610612738,1610612766,-7
1610612754,1610612749,4.5
1610612744,1610612764,1
1610612740,1610612739,4
1610612761,1610612752,2.5
1610612748,1610612737,2
1610612762,1610612750,4.5
1610612756,1610612763,9.5
1610612745,1610612747,8
1610612752,1610612765,-5
1610612745,1610612746,11
1610612744,1610612741,NA
1610612760,1610612751,5.5
1610612758,1610612759,-2.5
1610612753,1610612743,12
1610612742,1610612757,9
1610612755,1610612747,-3
1610612749,1610612748,2.5
1610612738,1610612766,-6
1610612763,1610612754,-6
1610612737,1610612761,6
1610612739,1610612750,-1.5
1610612755,1610612762,-4
1610612742,1610612757,0.5
1610612737,1610612754,-1.5
1610612740,1610612765,-6.5
1610612752,1610612764,-1
1610612744,1610612759,-4.5
1610612760,1610612741,6
1610612756,1610612750,5
1610612753,1610612762,7.5
1610612743,1610612746,2.5
1610612745,1610612758,10.5
1610612760,1610612755,9.5
1610612738,1610612751,0.5
1610612766,1610612761,6.5
1610612749,1610612748,3.5
1610612739,1610612757,-0.5
1610612742,1610612747,-3.5
1610612741,1610612764,-0.5
1610612750,1610612765,-6.5
1610612754,1610612752,5
1610612749,1610612737,0.5
1610612740,1610612738,7.5
1610612759,1610612763,13
1610612745,1610612758,9
1610612756,1610612743,14
1610612765,1610612755,11.5
